2,0
2018-12-06-15:01:23.96256,20,20
2018-12-06-15:01:24.47448,26.07,23.123
2018-12-06-15:01:24.97529,26.07,23.123
2018-12-06-15:01:25.47592,26.11,23.12
2018-12-06-15:01:25.99049,26.07,23.117
2018-12-06-15:01:26.49155,26.07,23.117
2018-12-06-15:01:26.99299,26.07,23.12
2018-12-06-15:01:27.51381,26.12,23.1
2018-12-06-15:01:28.01507,26.12,23.1
2018-12-06-15:01:28.51597,26.07,23.112
2018-12-06-15:01:29.02213,26.07,23.104
