2,0
2018-12-06-15:00:37.60455,20,20
2018-12-06-15:00:38.10536,25.81,22.872
2018-12-06-15:00:38.60613,25.81,22.872
2018-12-06-15:00:39.10677,25.83,22.865
2018-12-06-15:00:39.60769,25.78,22.875
