No.,2Theta [°],d-spacing [Å],Int.,F,h,k,l,Mult.
1,20.781,4.2709,377420.58,56.76,1,1,0,4
2,22.937,3.8743,156005.35,28.59,0,1,1,8
3,29.555,3.02,555091.28,99.69,0,2,0,4
4,35.525,2.525,10190.98,23.31,0,0,2,2
5,37.738,2.3818,71941.63,23.4,1,2,1,16
